company_name	aicm_user_company_id	manager_major_count	latest_major_created_at
ウルフ	8b9be487-7b74-4517-9b59-6c84a82ae6aa	50	2026-05-01 20:43:30.038694+00
Aida	00e87772-8a27-4406-85c3-4242c9146eef	0	
新規	5bb29236-1f03-44c3-8e57-f1301cadfdec	0	
新規AI	f34d5c5d-a11c-4ce2-a27e-44fab68edc36	0	
新規AI企業	304acbe8-3f77-4958-bc12-a33fc3716465	0	
(5 rows)
