actreq_education_subject_lecturer_20260420_205007819	education	subject_lecturer	RANK_TBD	EDUCATION_SUBJECT_SURFACE	submitted	4	4	0	0	0	0
actreq_operations_consult_support_20260420_205007819	operations	consult_support	RANK_TBD	ERP_RESIDENT_SURFACE	submitted	4	4	0	0	0	0
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	RANK_TBD	STREAMING_PUBLIC_SURFACE	submitted	6	6	0	0	0	0
actreq_utility_assist_document_writer_20260420_205007819	utility_assist	document_writer	RANK_TBD	UTILITY_ASSIST_SURFACE	submitted	3	3	0	0	0	0
