access_baseline_health_20260423_064413	4	6	blocked	ready	unknown	2026-04-22 21:44:37.599585+00	2026-04-22 21:44:39.227737+00
access_baseline_health_20260422_053009	1	6	blocked	ready	unknown	2026-04-21 20:30:21.31184+00	2026-04-21 20:30:22.992838+00
access_baseline_health_20260422_051428	0	0	error	ready	unknown	2026-04-21 20:14:42.220919+00	
