core	access_filename_residue	246	must be 0	Remaining file names containing access token.
core	access_text_residue	189	must be 0	Remaining text files containing access / ACCESS residue.
core	dangerous_table_ref_files	57	must be 0	Dangerous file references to access-style table tokens.
core	forbidden_table_names	61	must be 0	Forbidden access-style table names in cx22073jw.
