access_legacy_cutover_gate_20260422_050123	access_legacy_compat_audit_20260422_050114	0	0	0	ready	2026-04-21 20:01:27.444681+00	2026-04-21 20:01:28.184426+00
access_legacy_cutover_gate_20260422_045454	access_legacy_compat_audit_20260422_045416	49	0	49	blocked	2026-04-21 19:54:57.819945+00	2026-04-21 19:54:58.499935+00
access_legacy_cutover_gate_20260421_220011	access_legacy_compat_audit_20260421_214950	49	0	49	blocked	2026-04-21 13:00:15.953317+00	2026-04-21 13:00:16.67352+00
