aicm_user_company_id	company_name	manager_major_count	latest_major_created_at
8b9be487-7b74-4517-9b59-6c84a82ae6aa	ウルフ	25	2026-05-01 20:38:35.036745+00
00e87772-8a27-4406-85c3-4242c9146eef	Aida	0	
5bb29236-1f03-44c3-8e57-f1301cadfdec	新規	0	
f34d5c5d-a11c-4ce2-a27e-44fab68edc36	新規AI	0	
304acbe8-3f77-4958-bc12-a33fc3716465	新規AI企業	0	
(5 rows)
